component_id,component_name,metal_type,form_factor,industry_usage,unit_weight_kg,source_type,source_country,lead_time_days,base_price_per_kg,freight_cost_per_kg,customs_duty_percent,local_tax_percent,exchange_rate_multiplier,total_landed_cost_inr,recommended_source
108,Comp_00108,Nickel,Sheet,Automotive,5.86,Local,India,12,1142.12,89.67,0.0,18,1.0,8517.581492,Local
108,Comp_00108,Nickel,Sheet,Automotive,5.86,Import,USA,24,1172.05,59.51,7.75,18,1.1,10093.578437052,Local
109,Comp_00109,Nickel,Foil,Consumer,0.34,Local,India,4,915.49,65.89,0.0,18,1.0,393.72965600000003,Import
109,Comp_00109,Nickel,Foil,Consumer,0.34,Import,China,11,664.88,10.05,2.19,18,1.15,318.21884595446,Import
110,Comp_00110,Aluminum,Foil,Automotive,1.72,Local,India,5,1456.37,95.49,0.0,18,1.0,3149.655055999999,Local
110,Comp_00110,Aluminum,Foil,Automotive,1.72,Import,China,29,1485.46,48.64,5.24,18,1.0,3276.7624904639997,Local
111,Comp_00111,Nickel,Wire,Consumer,7.34,Local,India,5,1536.67,108.59,0.0,18,1.0,14249.925911999999,Import
111,Comp_00111,Nickel,Wire,Consumer,7.34,Import,Germany,12,1227.49,23.71,2.5,18,1.01,11218.893933759999,Import
112,Comp_00112,Silver,Coil,Automotive,6.55,Local,India,12,1157.97,109.15,0.0,18,1.0,9793.57048,Import
112,Comp_00112,Silver,Coil,Automotive,6.55,Import,USA,26,1255.35,19.28,0.73,18,0.98,9725.061420241578,Import
113,Comp_00113,Tin,Wire,Wearable,7.99,Local,India,11,1105.92,112.95,0.0,18,1.0,11491.750134,Import
113,Comp_00113,Tin,Wire,Wearable,7.99,Import,Japan,34,1004.53,49.83,0.01,18,1.07,10637.630795353865,Import
114,Comp_00114,Nickel,Wire,Automotive,2.09,Local,India,7,1244.12,45.14,0.0,18,1.0,3179.5730119999994,Import
114,Comp_00114,Nickel,Wire,Automotive,2.09,Import,South Korea,17,949.22,39.51,2.48,18,1.04,2598.8335286833913,Import
115,Comp_00115,Tin,Sheet,Toys,4.85,Local,India,14,1320.01,63.33,0.0,18,1.0,7916.854819999998,Local
115,Comp_00115,Tin,Sheet,Toys,4.85,Import,China,18,1291.67,57.63,0.32,18,1.05,8134.092162504001,Local
116,Comp_00116,Copper,Wire,Automotive,5.75,Local,India,13,912.86,78.59,0.0,18,1.0,6726.98825,Import
116,Comp_00116,Copper,Wire,Automotive,5.75,Import,China,27,868.34,37.98,2.61,18,1.05,6625.374051786,Import
117,Comp_00117,Copper,Foil,Automotive,8.26,Local,India,7,1150.46,65.77,0.0,18,1.0,11854.350563999998,Import
117,Comp_00117,Copper,Foil,Automotive,8.26,Import,Japan,27,1016.74,44.47,6.57,18,0.96,10582.044590361216,Import
118,Comp_00118,Copper,Wire,Wearable,1.33,Local,India,10,1527.35,87.58,0.0,18,1.0,2534.4711419999994,Import
118,Comp_00118,Copper,Wire,Wearable,1.33,Import,Japan,27,956.1,37.06,7.48,18,1.14,1909.788954362688,Import
119,Comp_00119,Nickel,Sheet,Wearable,4.9,Local,India,7,1362.57,84.24,0.0,18,1.0,8365.45542,Import
119,Comp_00119,Nickel,Sheet,Wearable,4.9,Import,USA,12,1374.35,32.62,0.33,18,0.98,7998.707444346359,Import
120,Comp_00120,Tin,Sheet,Consumer,2.55,Local,India,11,1011.68,109.74,0.0,18,1.0,3374.352779999999,Import
120,Comp_00120,Tin,Sheet,Consumer,2.55,Import,USA,22,773.44,33.51,1.46,18,1.11,2734.5549224853,Import
121,Comp_00121,Nickel,Sheet,Toys,6.57,Local,India,12,1132.62,83.4,0.0,18,1.0,9427.316652,Import
121,Comp_00121,Nickel,Sheet,Toys,6.57,Import,China,12,1047.86,19.98,1.76,18,1.03,8676.96578308915,Import
122,Comp_00122,Nickel,Foil,Industrial,7.3,Local,India,5,1419.89,74.04,0.0,18,1.0,12868.71302,Local
122,Comp_00122,Nickel,Foil,Industrial,7.3,Import,China,37,1373.99,48.39,0.32,18,1.12,13766.57961305088,Local
123,Comp_00123,Nickel,Sheet,Industrial,4.02,Local,India,5,1324.33,87.82,0.0,18,1.0,6698.674739999999,Import
123,Comp_00123,Nickel,Sheet,Industrial,4.02,Import,USA,28,1073.85,23.84,2.27,18,1.02,5431.705260563734,Import
124,Comp_00124,Silver,Sheet,Industrial,7.36,Local,India,8,992.1,97.27,0.0,18,1.0,9460.960576000001,Import
124,Comp_00124,Silver,Sheet,Industrial,7.36,Import,South Korea,11,909.03,28.64,1.45,18,1.12,9252.943642915841,Import
125,Comp_00125,Copper,Sheet,Consumer,4.11,Local,India,5,1315.04,86.35,0.0,18,1.0,6796.461221999999,Import
125,Comp_00125,Copper,Sheet,Consumer,4.11,Import,USA,36,1178.9,18.18,2.5,18,1.03,6129.260705058001,Import
126,Comp_00126,Silver,Foil,Automotive,7.76,Local,India,12,991.61,117.59,0.0,18,1.0,10156.72256,Local
126,Comp_00126,Silver,Foil,Automotive,7.76,Import,China,25,1033.11,32.1,4.16,18,1.02,10362.871344784895,Local
127,Comp_00127,Copper,Foil,Consumer,5.92,Local,India,7,1564.01,60.2,0.0,18,1.0,11346.081376,Import
127,Comp_00127,Copper,Foil,Consumer,5.92,Import,China,14,1069.49,11.83,2.85,18,1.06,8235.08547176832,Import
128,Comp_00128,Copper,Wire,Consumer,4.52,Local,India,12,1504.95,84.65,0.0,18,1.0,8478.29056,Import
128,Comp_00128,Copper,Wire,Consumer,4.52,Import,Germany,11,987.19,23.49,0.98,18,1.0,5443.390363910399,Import
129,Comp_00129,Silver,Foil,Wearable,4.58,Local,India,2,1553.71,65.29,0.0,18,1.0,8749.7236,Local
129,Comp_00129,Silver,Foil,Wearable,4.58,Import,USA,29,1386.43,44.41,7.89,18,1.14,9510.965413168415,Local
130,Comp_00130,Tin,Foil,Toys,9.73,Local,India,12,1306.08,60.34,0.0,18,1.0,15688.414587999998,Import
130,Comp_00130,Tin,Foil,Toys,9.73,Import,Japan,29,1102.88,43.34,1.01,18,0.98,13027.265863468585,Import
131,Comp_00131,Tin,Sheet,Consumer,6.77,Local,India,9,1578.94,47.51,0.0,18,1.0,12993.058469999998,Import
131,Comp_00131,Tin,Sheet,Consumer,6.77,Import,Germany,24,1070.65,21.73,1.42,18,1.09,9647.049797662905,Import
132,Comp_00132,Aluminum,Sheet,Toys,2.52,Local,India,2,1481.61,109.17,0.0,18,1.0,4730.343408,Import
132,Comp_00132,Aluminum,Sheet,Toys,2.52,Import,South Korea,23,911.48,56.55,7.35,18,1.07,3306.4136956191596,Import
133,Comp_00133,Silver,Foil,Toys,3.55,Local,India,10,1011.5,88.4,0.0,18,1.0,4607.4811,Local
133,Comp_00133,Silver,Foil,Toys,3.55,Import,China,22,1045.1,59.67,6.26,18,1.06,5212.642128604679,Local
134,Comp_00134,Aluminum,Wire,Toys,4.1,Local,India,7,1128.92,93.41,0.0,18,1.0,5913.63254,Local
134,Comp_00134,Aluminum,Wire,Toys,4.1,Import,China,32,1186.14,53.89,3.48,18,1.11,6890.923919227921,Local
135,Comp_00135,Silver,Coil,Automotive,3.73,Local,India,13,1177.32,95.64,0.0,18,1.0,5602.806144,Import
135,Comp_00135,Silver,Coil,Automotive,3.73,Import,USA,26,1029.27,39.82,3.56,18,0.95,4629.357853693319,Import
136,Comp_00136,Aluminum,Wire,Toys,7.62,Local,India,9,1250.31,83.39,0.0,18,1.0,11992.09692,Import
136,Comp_00136,Aluminum,Wire,Toys,7.62,Import,South Korea,30,1074.69,33.96,6.51,18,0.97,10298.964447208979,Import
137,Comp_00137,Tin,Wire,Industrial,2.54,Local,India,8,1233.69,71.55,0.0,18,1.0,3912.0653279999997,Local
137,Comp_00137,Tin,Wire,Industrial,2.54,Import,USA,36,1241.7,45.91,4.17,18,1.11,4462.371341438605,Local
138,Comp_00138,Silver,Wire,Automotive,6.58,Local,India,14,1166.05,55.77,0.0,18,1.0,9486.699208,Import
138,Comp_00138,Silver,Wire,Automotive,6.58,Import,USA,38,904.63,15.07,4.94,18,1.05,7868.3640659316,Import
139,Comp_00139,Silver,Coil,Consumer,5.44,Local,India,3,1117.92,88.83,0.0,18,1.0,7746.3696,Import
139,Comp_00139,Silver,Coil,Consumer,5.44,Import,Japan,35,894.28,58.84,0.98,18,0.99,6116.444660164609,Import
140,Comp_00140,Tin,Coil,Industrial,1.93,Local,India,14,1106.69,103.47,0.0,18,1.0,2756.018384,Import
140,Comp_00140,Tin,Coil,Industrial,1.93,Import,Japan,13,805.98,58.15,0.7,18,1.11,2199.7374490937395,Import
141,Comp_00141,Silver,Sheet,Wearable,0.13,Local,India,13,1346.59,81.21,0.0,18,1.0,219.02452,Import
141,Comp_00141,Silver,Sheet,Wearable,0.13,Import,Germany,19,961.52,20.6,1.4,18,1.02,155.82173709024002,Import
142,Comp_00142,Copper,Sheet,Wearable,7.83,Local,India,13,1092.36,105.81,0.0,18,1.0,11070.371898,Import
142,Comp_00142,Copper,Sheet,Wearable,7.83,Import,Germany,28,1022.13,50.48,4.99,18,1.04,10820.987266353264,Import
143,Comp_00143,Silver,Coil,Automotive,7.4,Local,India,2,1503.96,57.34,0.0,18,1.0,13633.2716,Import
143,Comp_00143,Silver,Coil,Automotive,7.4,Import,Germany,12,1036.56,25.61,4.86,18,1.06,10309.164668955036,Import
144,Comp_00144,Copper,Sheet,Industrial,5.99,Local,India,4,1247.74,119.02,0.0,18,1.0,9660.533032,Import
144,Comp_00144,Copper,Sheet,Industrial,5.99,Import,China,19,1121.12,43.79,3.43,18,1.09,9282.698090599593,Import
145,Comp_00145,Aluminum,Coil,Consumer,8.21,Local,India,8,1322.25,66.98,0.0,18,1.0,13458.582394000001,Local
145,Comp_00145,Aluminum,Coil,Consumer,8.21,Import,China,14,1304.15,23.24,7.15,18,0.99,13641.15287126097,Local
146,Comp_00146,Aluminum,Sheet,Automotive,6.21,Local,India,13,1209.69,106.55,0.0,18,1.0,9645.143472,Local
146,Comp_00146,Aluminum,Sheet,Automotive,6.21,Import,USA,30,1209.91,21.69,2.17,18,1.07,9866.212355787122,Local
147,Comp_00147,Nickel,Foil,Toys,3.4,Local,India,3,1368.64,119.53,0.0,18,1.0,5970.53804,Import
147,Comp_00147,Nickel,Foil,Toys,3.4,Import,Japan,32,1069.55,59.77,3.72,18,0.96,4511.403633070079,Import
148,Comp_00148,Tin,Wire,Industrial,1.84,Local,India,11,1383.0,56.07,0.0,18,1.0,3124.508784,Import
148,Comp_00148,Tin,Wire,Industrial,1.84,Import,Japan,25,896.65,32.52,0.01,18,1.01,2037.791801844304,Import
149,Comp_00149,Aluminum,Wire,Industrial,1.29,Local,India,5,1581.92,41.6,0.0,18,1.0,2471.3221439999998,Local
149,Comp_00149,Aluminum,Wire,Industrial,1.29,Import,Germany,34,1682.37,37.0,5.37,18,0.97,2675.0368973342456,Local
150,Comp_00150,Copper,Foil,Consumer,7.84,Local,India,2,1396.12,42.89,0.0,18,1.0,13312.569312,Import
150,Comp_00150,Copper,Foil,Consumer,7.84,Import,China,18,996.38,27.08,0.7,18,1.14,10869.342293832959,Import
151,Comp_00151,Copper,Coil,Wearable,4.03,Local,India,8,1213.04,88.05,0.0,18,1.0,6187.203386,Import
151,Comp_00151,Copper,Coil,Wearable,4.03,Import,Germany,24,825.94,49.31,7.94,18,1.12,5031.7564188528,Import
152,Comp_00152,Nickel,Coil,Automotive,1.25,Local,India,9,1472.21,70.45,0.0,18,1.0,2275.4235,Import
152,Comp_00152,Nickel,Coil,Automotive,1.25,Import,China,12,1275.29,46.07,6.32,18,1.01,2092.9050109919995,Import
153,Comp_00153,Silver,Coil,Toys,1.62,Local,India,3,1056.53,116.59,0.0,18,1.0,2242.5361919999996,Import
153,Comp_00153,Silver,Coil,Toys,1.62,Import,China,34,972.52,51.12,3.83,18,1.01,2052.052642474992,Import
154,Comp_00154,Silver,Wire,Wearable,9.53,Local,India,3,1477.64,93.3,0.0,18,1.0,17665.848675999998,Import
154,Comp_00154,Silver,Wire,Wearable,9.53,Import,Japan,34,936.95,11.29,1.86,18,0.97,10535.82589904803,Import
155,Comp_00155,Nickel,Foil,Consumer,4.45,Local,India,14,973.97,91.27,0.0,18,1.0,5593.57524,Import
155,Comp_00155,Nickel,Foil,Consumer,4.45,Import,USA,32,593.0,40.13,1.22,18,0.96,3230.52031745856,Import
156,Comp_00156,Tin,Sheet,Automotive,0.68,Local,India,9,1596.41,44.62,0.0,18,1.0,1316.762472,Import
156,Comp_00156,Tin,Sheet,Automotive,0.68,Import,USA,18,1195.2,31.52,1.14,18,0.97,965.675136135424,Import
157,Comp_00157,Nickel,Foil,Consumer,6.37,Local,India,13,1060.23,58.61,0.0,18,1.0,8409.872744,Import
157,Comp_00157,Nickel,Foil,Consumer,6.37,Import,South Korea,37,798.49,41.19,6.78,18,1.09,7346.012502040578,Import
158,Comp_00158,Nickel,Coil,Industrial,3.61,Local,India,8,1267.85,78.53,0.0,18,1.0,5735.309523999999,Import
158,Comp_00158,Nickel,Coil,Industrial,3.61,Import,South Korea,39,1225.77,48.47,1.99,18,0.98,5425.304404239105,Import
159,Comp_00159,Silver,Sheet,Toys,1.98,Local,India,11,1333.26,65.88,0.0,18,1.0,3268.9506959999994,Import
159,Comp_00159,Silver,Sheet,Toys,1.98,Import,China,27,960.75,58.79,0.52,18,0.96,2298.6623356139517,Import
160,Comp_00160,Aluminum,Foil,Consumer,6.5,Local,India,6,1249.53,61.28,0.0,18,1.0,10053.912699999999,Import
160,Comp_00160,Aluminum,Foil,Consumer,6.5,Import,USA,29,1054.75,17.5,1.95,18,1.08,9055.290856950001,Import
161,Comp_00161,Copper,Foil,Consumer,8.61,Local,India,2,1174.68,116.5,0.0,18,1.0,13118.130564,Local
161,Comp_00161,Copper,Foil,Consumer,8.61,Import,South Korea,18,1265.91,49.35,7.54,18,1.11,15951.068576076308,Local
162,Comp_00162,Copper,Sheet,Toys,0.48,Local,India,12,1531.23,76.92,0.0,18,1.0,910.85616,Import
162,Comp_00162,Copper,Sheet,Toys,0.48,Import,Japan,31,1298.06,29.32,5.09,18,1.07,845.4028043468159,Import
163,Comp_00163,Silver,Coil,Industrial,7.4,Local,India,14,1258.56,94.42,0.0,18,1.0,11814.221360000001,Import
163,Comp_00163,Silver,Coil,Industrial,7.4,Import,China,10,779.06,47.31,0.58,18,0.96,6967.40625069312,Import
164,Comp_00164,Silver,Wire,Industrial,3.94,Local,India,5,1223.36,119.33,0.0,18,1.0,6242.434347999998,Import
164,Comp_00164,Silver,Wire,Industrial,3.94,Import,South Korea,37,1207.86,43.07,2.84,18,1.03,6160.422945190511,Import
165,Comp_00165,Tin,Sheet,Consumer,9.0,Local,India,10,1447.74,58.23,0.0,18,1.0,15993.401399999999,Import
165,Comp_00165,Tin,Sheet,Consumer,9.0,Import,China,26,1145.12,20.28,2.04,18,1.0,12629.029579199998,Import
166,Comp_00166,Copper,Foil,Toys,4.83,Local,India,5,1527.07,65.78,0.0,18,1.0,9078.289289999999,Import
166,Comp_00166,Copper,Foil,Toys,4.83,Import,Japan,31,1139.82,59.0,3.89,18,1.13,8021.125427339554,Import
167,Comp_00167,Tin,Coil,Toys,3.45,Local,India,10,1549.66,57.97,0.0,18,1.0,6544.66173,Import
167,Comp_00167,Tin,Coil,Toys,3.45,Import,Japan,35,1221.13,37.5,4.9,18,1.14,6127.446401497799,Import
168,Comp_00168,Silver,Wire,Wearable,8.88,Local,India,8,1352.07,62.87,0.0,18,1.0,14826.307295999999,Local
168,Comp_00168,Silver,Wire,Wearable,8.88,Import,South Korea,24,1405.66,22.92,2.02,18,1.1,16798.77228917184,Local
169,Comp_00169,Nickel,Wire,Wearable,3.27,Local,India,13,1427.23,61.55,0.0,18,1.0,5744.606508,Import
169,Comp_00169,Nickel,Wire,Wearable,3.27,Import,Germany,38,887.15,18.24,5.48,18,0.97,3574.4342165472235,Import
170,Comp_00170,Aluminum,Coil,Consumer,7.35,Local,India,9,1279.57,87.23,0.0,18,1.0,11854.256399999998,Local
170,Comp_00170,Aluminum,Coil,Consumer,7.35,Import,China,32,1159.25,15.3,5.51,18,1.12,12037.949062120799,Local
171,Comp_00171,Silver,Coil,Toys,5.62,Local,India,4,1468.23,99.34,0.0,18,1.0,10395.497211999998,Local
171,Comp_00171,Silver,Coil,Toys,5.62,Import,South Korea,19,1609.04,14.96,5.26,18,1.01,11449.567643718401,Local
172,Comp_00172,Aluminum,Coil,Toys,3.62,Local,India,7,1448.65,84.34,0.0,18,1.0,6548.320084,Local
172,Comp_00172,Aluminum,Coil,Toys,3.62,Import,Germany,21,1483.45,52.0,5.97,18,0.99,6880.8863620866605,Local
173,Comp_00173,Silver,Foil,Consumer,3.34,Local,India,9,1004.22,64.45,0.0,18,1.0,4211.8422040000005,Import
173,Comp_00173,Silver,Foil,Consumer,3.34,Import,USA,24,854.62,16.24,3.59,18,1.09,3875.441167307592,Import
174,Comp_00174,Tin,Foil,Industrial,0.12,Local,India,5,1024.86,42.33,0.0,18,1.0,151.11410399999997,Import
174,Comp_00174,Tin,Foil,Industrial,0.12,Import,USA,26,707.83,29.38,4.71,18,1.05,114.77093762987997,Import
175,Comp_00175,Silver,Wire,Toys,5.66,Local,India,3,1292.46,88.28,0.0,18,1.0,9221.686312,Import
175,Comp_00175,Silver,Wire,Toys,5.66,Import,USA,37,1162.81,40.11,6.6,18,1.05,8992.5257040528,Import
176,Comp_00176,Silver,Wire,Toys,7.11,Local,India,14,1452.03,81.38,0.0,18,1.0,12865.003217999998,Import
176,Comp_00176,Silver,Wire,Toys,7.11,Import,China,32,978.27,26.41,1.89,18,1.02,8760.14105016139,Import
177,Comp_00177,Aluminum,Wire,Wearable,7.69,Local,India,2,1413.53,63.96,0.0,18,1.0,13407.039757999999,Import
177,Comp_00177,Aluminum,Wire,Wearable,7.69,Import,Japan,25,1145.84,41.81,1.43,18,1.09,11914.881944670808,Import
178,Comp_00178,Aluminum,Coil,Automotive,9.51,Local,India,11,1042.06,85.24,0.0,18,1.0,12650.33514,Import
178,Comp_00178,Aluminum,Coil,Automotive,9.51,Import,China,26,799.53,11.31,4.69,18,1.07,10192.639561869093,Import
179,Comp_00179,Aluminum,Foil,Wearable,9.41,Local,India,4,1081.51,74.37,0.0,18,1.0,12834.660344000002,Import
179,Comp_00179,Aluminum,Foil,Wearable,9.41,Import,South Korea,29,852.72,33.09,6.42,18,1.04,10886.011866503904,Import
180,Comp_00180,Nickel,Sheet,Toys,0.9,Local,India,2,1409.56,79.72,0.0,18,1.0,1581.61536,Local
180,Comp_00180,Nickel,Sheet,Toys,0.9,Import,Japan,18,1395.61,10.35,1.27,18,1.07,1617.9387234472795,Local
181,Comp_00181,Copper,Coil,Consumer,6.6,Local,India,13,1569.63,45.52,0.0,18,1.0,12578.788199999999,Import
181,Comp_00181,Copper,Coil,Consumer,6.6,Import,Germany,16,976.78,11.81,1.98,18,1.13,8872.287513796078,Import
182,Comp_00182,Tin,Foil,Industrial,2.75,Local,India,12,1009.47,108.25,0.0,18,1.0,3627.0013999999996,Import
182,Comp_00182,Tin,Foil,Industrial,2.75,Import,USA,34,637.31,55.32,2.77,18,1.01,2332.94086085995,Import
183,Comp_00183,Tin,Wire,Wearable,9.64,Local,India,11,1292.12,114.95,0.0,18,1.0,16005.702663999999,Local
183,Comp_00183,Tin,Wire,Wearable,9.64,Import,Germany,23,1310.12,49.39,5.85,18,1.15,18824.7904429758,Local
184,Comp_00184,Silver,Coil,Toys,1.99,Local,India,6,1136.78,64.7,0.0,18,1.0,2821.315336,Import
184,Comp_00184,Silver,Coil,Toys,1.99,Import,Germany,18,1027.95,27.48,0.18,18,1.09,2706.275735084412,Import
185,Comp_00185,Copper,Coil,Automotive,5.28,Local,India,11,980.34,108.81,0.0,18,1.0,6785.84016,Import
185,Comp_00185,Copper,Coil,Automotive,5.28,Import,Germany,26,854.14,49.58,4.35,18,0.97,5699.20148778816,Import
186,Comp_00186,Copper,Sheet,Industrial,1.5,Local,India,11,1364.93,57.29,0.0,18,1.0,2517.3293999999996,Import
186,Comp_00186,Copper,Sheet,Industrial,1.5,Import,Japan,38,1134.46,30.59,5.99,18,1.01,2207.5172021115,Import
187,Comp_00187,Aluminum,Sheet,Wearable,0.61,Local,India,8,1450.39,56.11,0.0,18,1.0,1084.3787,Local
187,Comp_00187,Aluminum,Sheet,Wearable,0.61,Import,South Korea,13,1502.7,37.24,6.05,18,1.05,1234.2854633822997,Local
188,Comp_00188,Nickel,Wire,Wearable,9.47,Local,India,2,1292.13,100.06,0.0,18,1.0,15557.166374000002,Import
188,Comp_00188,Nickel,Wire,Wearable,9.47,Import,Germany,39,792.83,13.26,2.75,18,1.01,9348.000439936352,Import
189,Comp_00189,Nickel,Coil,Consumer,4.57,Local,India,6,1178.17,47.47,0.0,18,1.0,6609.386264000001,Local
189,Comp_00189,Nickel,Coil,Consumer,4.57,Import,China,19,1275.06,20.19,0.75,18,1.02,7177.8939063975,Local
190,Comp_00190,Nickel,Foil,Industrial,3.19,Local,India,9,1349.87,55.67,0.0,18,1.0,5290.733668,Import
190,Comp_00190,Nickel,Foil,Industrial,3.19,Import,USA,15,1161.02,32.38,6.35,18,1.01,4825.2252512178,Import
191,Comp_00191,Silver,Coil,Wearable,2.84,Local,India,2,1588.47,51.26,0.0,18,1.0,5495.063176,Import
191,Comp_00191,Silver,Coil,Wearable,2.84,Import,USA,37,979.6,28.18,6.56,18,1.01,3634.809615254015,Import
192,Comp_00192,Copper,Wire,Wearable,5.1,Local,India,8,1576.99,73.42,0.0,18,1.0,9932.16738,Import
192,Comp_00192,Copper,Wire,Wearable,5.1,Import,USA,11,1042.73,46.26,1.33,18,1.13,7503.995436612779,Import
193,Comp_00193,Aluminum,Foil,Automotive,1.02,Local,India,11,920.55,105.84,0.0,18,1.0,1235.3630039999998,Import
193,Comp_00193,Aluminum,Foil,Automotive,1.02,Import,Germany,38,588.88,46.57,2.69,18,1.01,793.25549780778,Import
194,Comp_00194,Aluminum,Wire,Consumer,9.88,Local,India,10,1530.91,92.13,0.0,18,1.0,18922.049536,Import
194,Comp_00194,Aluminum,Wire,Consumer,9.88,Import,South Korea,12,1192.42,34.71,7.04,18,1.06,16232.35346890061,Import
195,Comp_00195,Nickel,Wire,Toys,1.1,Local,India,10,1067.91,51.36,0.0,18,1.0,1452.81246,Local
195,Comp_00195,Nickel,Wire,Toys,1.1,Import,China,20,1035.7,19.56,5.21,18,1.07,1541.9666014275601,Local
196,Comp_00196,Silver,Wire,Wearable,8.45,Local,India,14,1077.78,42.49,0.0,18,1.0,11170.212169999999,Local
196,Comp_00196,Silver,Wire,Wearable,8.45,Import,China,17,1011.05,26.26,0.03,18,1.09,11277.271797789268,Local
197,Comp_00197,Nickel,Wire,Automotive,8.39,Local,India,5,1095.49,91.43,0.0,18,1.0,11750.745384000002,Import
197,Comp_00197,Nickel,Wire,Automotive,8.39,Import,South Korea,24,1131.85,20.78,1.7,18,0.96,11141.048710984318,Import
198,Comp_00198,Silver,Sheet,Consumer,9.39,Local,India,4,1509.84,101.29,0.0,18,1.0,17851.642625999997,Import
198,Comp_00198,Silver,Sheet,Consumer,9.39,Import,USA,28,950.52,54.94,7.26,18,1.08,12905.473563675938,Import
199,Comp_00199,Aluminum,Sheet,Consumer,3.88,Local,India,12,990.19,73.02,0.0,18,1.0,4867.800663999999,Import
199,Comp_00199,Aluminum,Sheet,Consumer,3.88,Import,China,33,803.32,12.1,0.22,18,1.14,4265.3467417914235,Import
200,Comp_00200,Aluminum,Sheet,Wearable,8.28,Local,India,14,1389.52,107.16,0.0,18,1.0,14623.162271999998,Local
200,Comp_00200,Aluminum,Sheet,Wearable,8.28,Import,USA,36,1502.63,46.33,5.03,18,1.06,16848.90872548531,Local
201,Comp_00201,Nickel,Sheet,Industrial,5.45,Local,India,2,967.57,59.35,0.0,18,1.0,6604.122520000001,Import
201,Comp_00201,Nickel,Sheet,Industrial,5.45,Import,China,20,807.32,25.06,0.59,18,1.0,5384.618691102,Import
202,Comp_00202,Nickel,Coil,Consumer,8.78,Local,India,7,1514.08,66.43,0.0,18,1.0,16374.715803999998,Local
202,Comp_00202,Nickel,Coil,Consumer,8.78,Import,Japan,32,1583.96,19.27,4.25,18,1.12,19393.957537819202,Local
203,Comp_00203,Aluminum,Coil,Toys,5.78,Local,India,6,1361.18,60.18,0.0,18,1.0,9694.243744000001,Import
203,Comp_00203,Aluminum,Coil,Toys,5.78,Import,USA,38,1224.37,15.75,4.2,18,0.96,8460.821044623359,Import
204,Comp_00204,Copper,Sheet,Automotive,0.35,Local,India,7,1386.12,46.58,0.0,18,1.0,591.7050999999998,Import
204,Comp_00204,Copper,Sheet,Automotive,0.35,Import,South Korea,18,1132.87,48.69,2.73,18,0.98,491.28012582711995,Import
205,Comp_00205,Aluminum,Sheet,Consumer,7.91,Local,India,13,1347.72,94.11,0.0,18,1.0,13457.752853999998,Import
205,Comp_00205,Aluminum,Sheet,Consumer,7.91,Import,Germany,22,878.86,29.23,7.77,18,1.0,9134.5102373434,Import
206,Comp_00206,Aluminum,Coil,Automotive,5.11,Local,India,10,1343.87,45.67,0.0,18,1.0,8378.648292,Import
206,Comp_00206,Aluminum,Coil,Automotive,5.11,Import,Japan,15,808.28,11.99,0.37,18,0.98,4865.077193310796,Import
207,Comp_00207,Tin,Foil,Automotive,3.38,Local,India,4,1237.43,55.69,0.0,18,1.0,5157.479808,Import
207,Comp_00207,Tin,Foil,Automotive,3.38,Import,China,26,1019.31,33.71,4.13,18,0.95,4154.653421619479,Import
208,Comp_00208,Aluminum,Wire,Consumer,2.92,Local,India,11,1224.0,75.08,0.0,18,1.0,4476.110048,Import
208,Comp_00208,Aluminum,Wire,Consumer,2.92,Import,China,18,914.02,56.59,6.53,18,1.01,3598.3460023266475,Import
209,Comp_00209,Silver,Coil,Wearable,5.12,Local,India,12,1511.96,79.48,0.0,18,1.0,9614.843904,Import
209,Comp_00209,Silver,Coil,Wearable,5.12,Import,USA,23,941.08,32.53,1.32,18,1.03,6138.600918224896,Import
210,Comp_00210,Nickel,Wire,Industrial,7.17,Local,India,14,1325.53,64.75,0.0,18,1.0,11762.602968,Local
210,Comp_00210,Nickel,Wire,Industrial,7.17,Import,South Korea,14,1271.47,57.7,0.01,18,1.08,12146.436280335816,Local
